,Rating,MRP,Processor,RAM,OS,Storage,OS_arch,RAM_Type,cluster
240,4.3,39790.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
241,4.2,54990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
242,4.2,47990.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,LPDDR5,5
243,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
244,4.8,259900.0,Intel Core i5 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,Unified Memory,4
245,4.2,139000.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,Unified Memory,5
246,4.2,115990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,2
247,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
248,2.3,74990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
249,4.2,56490.0,Intel Core i7 Processor,8 GB,Windows 10,"('512 GB SSD',)",64,DDR4,5
250,4.2,181990.0,Intel Core i9 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,2
251,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
252,4.0,71990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
253,5.0,156490.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,0
254,4.2,361990.0,AMD Ryzen 9 Octa Core Processor,32 GB,Windows 11,"('2 TB SSD',)",64,DDR5,4
255,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
256,4.2,139490.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR5,2
257,4.7,112900.0,Intel Core i5 Processor,16 GB,Windows 11,"('256 GB SSD',)",64,DDR4,0
258,5.0,129990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,0
259,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
260,4.2,114650.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR5,7
261,5.0,174990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,0
262,4.9,188490.0,Intel Core i5 Processor,16 GB,Windows 10,"('512 GB SSD',)",64,DDR4,0
263,3.9,62990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
264,4.7,144990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,0
265,4.2,349900.0,Intel Core i5 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,Unified Memory,4
266,3.6,93899.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
267,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
268,4.2,40990.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
269,4.2,359990.0,Intel Core i9 Processor,32 GB,Windows 11,"('2 TB SSD',)",64,DDR5,4
270,4.7,66990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 10,"('512 GB SSD',)",64,DDR4,5
271,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,"('512 GB SSD',)",32,DDR4,6
272,4.7,112900.0,Intel Core i5 Processor,16 GB,Windows 11,"('256 GB SSD',)",64,DDR4,0
273,4.8,239900.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,Unified Memory,0
274,4.2,74990.0,Intel Core i7 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
275,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
276,4.5,74990.0,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
277,4.2,59890.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
278,4.2,68990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
279,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
280,4.2,189990.0,AMD Ryzen 7 Octa Core Processor,32 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
281,4.2,38990.0,Intel Core i3 Processor,8 GB,Windows 10,"('256 GB SSD',)",64,DDR4,1
282,4.4,44990.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,LPDDR4X,1
283,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
284,4.3,33990.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
285,4.2,174990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,2
286,4.2,179990.0,AMD Ryzen 7 Octa Core Processor,32 GB,Windows 11,"('1 TB SSD',)",64,DDR4,2
287,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
288,4.3,62990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
289,4.2,137900.0,Intel Core i5 Processor,16 GB,Windows 11,"('256 GB SSD',)",64,Unified Memory,2
290,4.4,62990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
291,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
292,4.2,40248.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,LPDDR5,5
293,5.0,99990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR5,0
294,3.8,66998.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
295,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
296,4.2,134990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,2
297,4.2,86990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR5,5
298,4.2,148590.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,LPDDR5,2
299,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
300,4.2,68990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
301,4.2,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
302,4.5,45990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
303,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
304,4.6,129990.0,Intel Core i7 Processor,16 GB,Windows 10,"('1 TB SSD',)",64,DDR4,0
305,4.5,74890.0,Intel Core i5 Processor,16 GB,Windows 10,"('512 GB SSD',)",64,DDR4,0
306,4.2,281990.0,Intel Core i9 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,DDR5,4
307,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
308,4.2,193990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,2
309,4.2,83990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
310,4.7,129990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,0
311,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
312,4.2,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
313,4.6,129990.0,Intel Core i7 Processor,16 GB,Windows 10,"('1 TB SSD',)",64,DDR4,0
314,4.2,123990.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR5,2
315,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
316,4.2,168990.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR5,2
317,4.2,166499.0,Intel Core i7 Processor,16 GB,Windows 10,"('1 TB SSD',)",64,DDR4,2
318,4.2,63990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 10,"('512 GB SSD',)",64,DDR4,7
319,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,"('512 GB SSD',)",32,DDR4,6
320,4.2,31990.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,LPDDR4X,1
321,4.2,42990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
322,4.2,171990.0,AMD Ryzen 9 Octa Core Processor,32 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,2
323,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
324,4.2,99290.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,7
325,4.3,36541.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
326,4.7,241990.0,Intel Core i9 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,DDR5,4
327,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
328,3.0,137990.0,Intel Core i5 Processor,8 GB,Windows 10,"('1 TB HDD', '256 GB SSD')",64,DDR4,6
329,4.2,162990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
330,4.2,157990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
331,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
332,4.2,139000.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,Unified Memory,5
333,4.2,43990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
334,4.2,70990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
335,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
336,4.2,119990.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,LPDDR5,2
337,4.2,139990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,2
338,4.6,109990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,0
339,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
340,4.3,62490.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
341,4.2,62990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
342,4.2,116899.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
343,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,"('512 GB SSD',)",32,DDR4,6
344,4.1,38990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,7
345,5.0,197990.0,Intel Core i5 Processor,16 GB,Windows 10,"('1 TB SSD',)",64,DDR4,0
346,4.4,89990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,LPDDR5,7
347,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
348,4.2,329990.0,Intel Core i5 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,4
349,4.1,49990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,5
350,4.2,55990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
351,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
352,4.2,391990.0,AMD Ryzen 9 Octa Core Processor,32 GB,Windows 11,"('2 TB SSD',)",64,DDR5,4
353,4.2,71590.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
354,4.2,69990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
355,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
356,4.2,104990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR4X,2
357,4.2,301818.0,Intel Core i9 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,DDR5,4
358,4.2,211990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
359,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
360,4.3,119990.0,Intel Core i9 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,2
361,4.2,211990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
362,4.2,104990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR4X,2
363,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
364,4.2,301818.0,Intel Core i9 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,DDR5,4
365,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
366,4.3,96999.0,Intel Core i5 Processor,16 GB,Windows 10,"('512 GB SSD',)",64,DDR4,7
367,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,"('512 GB SSD',)",32,DDR4,6
368,3.6,18990.0,Intel Celeron Dual Core Processor,4 GB,Chrome,"('512 GB SSD',)",64,LPDDR4,6
369,4.2,56200.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
370,3.0,38490.0,Intel Core i3 Processor,8 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,6
371,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
372,4.5,60990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
373,5.0,55990.0,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 10,"('512 GB SSD',)",64,DDR4,5
374,4.2,149990.0,Intel Core i7 Processor,8 GB,Windows 11,"('1 TB SSD',)",64,DDR5,5
375,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
376,4.5,71990.0,Intel Core i7 Processor,8 GB,Windows 10,"('512 GB SSD',)",64,DDR4,5
377,4.1,42907.0,Intel Core i3 Processor,8 GB,Windows 10,"('256 GB SSD',)",64,DDR4,1
378,4.5,45990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
379,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
380,4.1,84990.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
381,4.0,118990.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
382,4.2,98990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 10,"('512 GB SSD',)",64,DDR4,7
383,4.2,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
384,4.2,94990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR4X,2
385,4.2,157990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
386,3.9,41890.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
387,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
388,4.4,56990.0,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 10,"('512 GB SSD',)",64,DDR4,5
389,4.4,104990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
390,3.9,42590.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,1
391,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
392,4.7,66990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 10,"('512 GB SSD',)",64,DDR4,5
393,4.2,106199.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR5,2
394,4.2,58590.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
395,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
396,4.0,118990.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
397,4.5,102490.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR5,0
398,4.2,98990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 10,"('512 GB SSD',)",64,DDR4,7
399,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
400,4.2,57990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
401,4.4,89890.0,Intel Core i5 Processor,16 GB,Windows 10,"('512 GB SSD',)",64,DDR4,7
402,4.8,219894.0,Intel Core i5 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,Unified Memory,0
403,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
404,4.8,85990.0,Intel Core i5 Processor,8 GB,Windows 11,"('1 TB SSD',)",64,DDR4,5
405,3.7,129490.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,2
406,4.2,65990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
407,3.9,62990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
408,4.6,112990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
409,4.2,191990.0,Intel Core i9 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,2
410,4.5,35990.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
411,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
412,4.2,246490.0,Intel Core i7 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,DDR5,4
413,4.3,139990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,Unified Memory,5
414,4.2,43990.0,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
415,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,"('512 GB SSD',)",32,DDR4,6
416,3.6,133499.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 10,"('1 TB SSD',)",64,DDR4,2
417,4.2,59890.0,Intel Core i5 Processor,8 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,5
418,4.7,142399.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 10,"('1 TB SSD',)",64,DDR4,0
419,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
420,4.5,104890.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR5,0
421,4.4,136800.0,Intel Core i7 Processor,16 GB,Windows 10,"('1 TB SSD',)",64,DDR4,2
422,3.3,43190.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,6
423,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
424,4.2,62190.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
425,4.3,71090.0,Intel Core i5 Processor,16 GB,Windows 10,"('512 GB SSD',)",64,DDR4,7
426,4.1,202490.0,Intel Core i5 Processor,16 GB,Windows 10,"('1 TB SSD',)",64,DDR4,2
427,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
428,4.8,54990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,0
429,4.2,140131.0,Intel Core i7 Processor,16 GB,Windows 10,"('512 GB SSD',)",64,DDR4,7
430,4.2,199999.0,Intel Core i7 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
431,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
432,4.2,96990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
433,4.6,82990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR5,0
434,4.3,64990.0,Intel Core i5 Processor,16 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,7
435,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
436,4.2,49890.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
437,4.0,250000.0,Intel Core i5 Processor,16 GB,Windows 10,"('1 TB SSD',)",64,DDR4,4
438,3.7,40990.0,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,6
439,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,"('512 GB SSD',)",32,DDR4,6
440,4.2,92890.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
441,4.2,93990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR5,7
442,4.2,159990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
443,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
444,4.2,249900.0,Intel Core i5 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,Unified Memory,4
445,4.2,309900.0,Intel Core i5 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,Unified Memory,4
446,4.2,304980.0,Intel Core i9 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,4
447,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
448,4.2,154990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
449,4.2,154490.0,AMD Ryzen 9 Octa Core Processor,32 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
450,4.0,56790.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,1
451,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
452,4.2,56990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
453,4.2,269900.0,Intel Core i5 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,Unified Memory,4
454,4.4,149990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,Unified Memory,5
455,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
456,4.2,56990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
457,4.2,72990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
458,4.2,309900.0,Intel Core i5 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,Unified Memory,4
459,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
460,4.2,304980.0,Intel Core i9 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,4
461,4.2,43090.0,Intel Core i3 Processor,4 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,1
462,4.2,99990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
463,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
464,4.9,99990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,LPDDR5,0
465,4.2,164990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
466,4.3,44190.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
467,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
468,4.2,59990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
469,4.2,269900.0,Intel Core i5 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,Unified Memory,4
470,4.4,149990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,Unified Memory,5
471,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
472,4.3,57990.0,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 10,"('512 GB SSD',)",64,DDR4,5
473,4.5,115999.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,0
474,4.2,247990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,4
475,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
476,4.1,45490.0,Intel Core i5 Processor,8 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,1
477,4.6,99990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,0
478,4.4,101990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
479,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
480,5.0,99996.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,0
