,Rating,MRP,Processor,RAM,OS,Storage,Brand
344,4.1,38990.0,Intel Core i5 Processor,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Infinix
345,5.0,197990.0,,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,ASUS
346,4.4,89990.0,Intel Core i5 Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,ASUS
347,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
348,,329990.0,,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
349,4.1,49990.0,Intel Core i3 Processor,8 GB LPDDR4X RAM,,512 GB SSD,ASUS
350,,55990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
351,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
352,,391990.0,AMD Ryzen 9 Octa Core Processor,32 GB DDR5 RAM,64 bit Windows 11 Operating System,2 TB SSD,ASUS
353,,71590.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
354,,69990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
355,4.5,37990.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,MSI
356,,104990.0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,,1 TB SSD,ASUS
357,,301818.0,Intel Core i9 Processor,32 GB DDR5 RAM,,1 TB SSD,ASUS
358,,211990.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
359,4.2,33639.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Lenovo
360,4.3,119990.0,Intel Core i9 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,MSI
361,,211990.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
362,,104990.0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,,1 TB SSD,ASUS
363,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
364,,301818.0,Intel Core i9 Processor,32 GB DDR5 RAM,,1 TB SSD,ASUS
365,4.2,33639.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Lenovo
366,4.3,96999.0,,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,DELL
367,3.8,19100.0,,4 GB DDR4 RAM,32 bit Chrome Operating System,,HP
368,3.6,18990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,,ASUS
369,,56200.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,,512 GB SSD,Lenovo
370,3.0,38490.0,Intel Core i3 Processor,8 GB DDR4 RAM,,1 TB HDD256 GB SSD,Lenovo
371,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
372,4.5,60990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,ASUS
373,5.0,55990.0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,acer
374,,149990.0,Intel Core i7 Processor,8 GB DDR5 RAM,,1 TB SSD,Lenovo
375,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
376,4.5,71990.0,Intel Core i7 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,Lenovo
377,4.1,42907.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,DELL
378,4.5,45990.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,ASUS
379,4.5,37990.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,MSI
380,4.1,84990.0,Intel Core i7 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,ASUS
381,4.0,118990.0,Intel Core i7 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
382,,98990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,Lenovo
383,,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,,512 GB SSD,MSI
384,,94990.0,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,,1 TB SSD,ASUS
385,,157990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
386,3.9,41890.0,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
387,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
388,4.4,56990.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,HP
389,4.4,104990.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,,512 GB SSD,ASUS
390,3.9,42590.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,ASUS
391,4.2,58400.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
392,4.7,66990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,DELL
393,,106199.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
394,,58590.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
395,4.3,53990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
396,4.0,118990.0,Intel Core i7 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
397,4.5,102490.0,,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
398,,98990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,Lenovo
399,4.2,60990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
400,,57990.0,Intel Core i5 Processor,8 GB DDR4 RAM,,512 GB SSD,acer
401,4.4,89890.0,,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,DELL
402,4.8,219894.0,,16 GB Unified Memory RAM,,1 TB SSD,APPLE
403,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
404,4.8,85990.0,Intel Core i5 Processor,8 GB DDR4 RAM,,1 TB SSD,ASUS
405,3.7,129490.0,Intel Core i7 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,MSI
406,,65990.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,MSI
407,3.9,62990.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,HP
408,4.6,112990.0,,8 GB DDR4 RAM,,512 GB SSD,APPLE
409,,191990.0,Intel Core i9 Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
410,4.5,35990.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Lenovo
411,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
412,,246490.0,Intel Core i7 Processor,32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,DELL
413,4.3,139990.0,,8 GB Unified Memory RAM,,512 GB SSD,APPLE
414,,43990.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,,512 GB SSD,HP
415,3.8,19100.0,,4 GB DDR4 RAM,32 bit Chrome Operating System,,HP
416,3.6,133499.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,HP
417,4.2,59890.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD256 GB SSD,DELL
418,4.7,142399.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,HP
419,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
420,4.5,104890.0,,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
421,4.4,136800.0,Intel Core i7 Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,MSI
422,3.3,43190.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
423,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
424,,62190.0,Intel Core i3 Processor,8 GB DDR4 RAM,,256 GB SSD,Lenovo
425,4.3,71090.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,DELL
426,4.1,202490.0,,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,ALIENWARE
427,4.5,37990.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,MSI
428,4.8,54990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,acer
429,4.2,140131.0,Intel Core i7 Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,Lenovo
430,,199999.0,Intel Core i7 Processor,32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,HP
431,4.2,33639.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Lenovo
432,,96990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,,1 TB SSD,ASUS
433,4.6,82990.0,Intel Core i5 Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
434,4.3,64990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD256 GB SSD,ASUS
435,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
436,4.2,49890.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
437,4.0,250000.0,,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,ALIENWARE
438,3.7,40990.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
439,3.8,19100.0,,4 GB DDR4 RAM,32 bit Chrome Operating System,,HP
440,,92890.0,Intel Core i7 Processor,16 GB DDR4 RAM,,512 GB SSD,HP
441,,93990.0,Intel Core i5 Processor,16 GB DDR5 RAM,,512 GB SSD,ASUS
442,,159990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,,1 TB SSD,Lenovo
443,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
444,,249900.0,,16 GB Unified Memory RAM,,1 TB SSD,APPLE
445,,309900.0,,32 GB Unified Memory RAM,,1 TB SSD,APPLE
446,,304980.0,Intel Core i9 Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
447,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
448,,154990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
449,,154490.0,AMD Ryzen 9 Octa Core Processor,32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,HP
450,4.0,56790.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD256 GB SSD,Lenovo
451,4.5,37990.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,MSI
452,,56990.0,Intel Core i5 Processor,8 GB DDR4 RAM,,512 GB SSD,MSI
453,,269900.0,,16 GB Unified Memory RAM,,1 TB SSD,APPLE
454,4.4,149990.0,,8 GB Unified Memory RAM,,512 GB SSD,APPLE
455,4.2,33639.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Lenovo
456,,56990.0,Intel Core i5 Processor,8 GB DDR4 RAM,,512 GB SSD,MSI
457,4.2,72990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
458,,309900.0,,32 GB Unified Memory RAM,,1 TB SSD,APPLE
459,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
460,,304980.0,Intel Core i9 Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
461,4.2,43090.0,Intel Core i3 Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD256 GB SSD,DELL
462,,99990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
463,4.2,58400.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
464,4.9,99990.0,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR5 RAM,,512 GB SSD,ASUS
465,,164990.0,Intel Core i7 Processor,16 GB DDR5 RAM,,1 TB SSD,Lenovo
466,4.3,44190.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,DELL
467,4.3,53990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
468,,59990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,,512 GB SSD,ASUS
469,,269900.0,,16 GB Unified Memory RAM,,1 TB SSD,APPLE
470,4.4,149990.0,,8 GB Unified Memory RAM,,512 GB SSD,APPLE
471,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
472,4.3,57990.0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,ASUS
473,4.5,115999.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,ASUS
474,,247990.0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
475,4.2,60990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
476,4.1,45490.0,,8 GB DDR4 RAM,,1 TB HDD256 GB SSD,DELL
477,4.6,99990.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,,512 GB SSD,ASUS
478,4.4,101990.0,Intel Core i7 Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
479,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
480,5.0,99996.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,,1 TB SSD,ASUS
481,,69490.0,Intel Core i5 Processor,8 GB DDR4 RAM,,1 TB HDD256 GB SSD,DELL
482,,72990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,GIGABYTE
483,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
484,,189990.0,AMD Ryzen 7 Octa Core Processor,32 GB DDR5 RAM,,1 TB SSD,Lenovo
485,,67990.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,MSI
486,,399990.0,Intel Core i9 Processor,32 GB DDR5 RAM,64 bit Windows 11 Operating System,4 TB SSD,ASUS
487,4.2,58400.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
488,4.5,52990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,Lenovo
489,,57990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,DELL
490,,309900.0,,32 GB Unified Memory RAM,,1 TB SSD,APPLE
491,4.3,53990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
492,,85990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,GIGABYTE
493,,180595.0,Intel Core i7 Processor,16 GB LPDDR5 RAM,,1 TB SSD,Lenovo
494,4.6,69990.0,Intel Core i5 Processor,16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,MSI
495,4.2,60990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
496,4.8,69490.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
497,4.4,58990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,ASUS
498,,249900.0,,16 GB Unified Memory RAM,,512 GB SSD,APPLE
499,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
500,,164990.0,Intel Core i7 Processor,16 GB DDR5 RAM,,1 TB SSD,Lenovo
501,4.2,51990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,ASUS
502,,47990.0,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,,512 GB SSD,ASUS
503,3.9,62990.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,HP
504,,107699.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
505,4.4,52990.0,,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,acer
506,3.6,109100.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
507,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
508,4.0,130990.0,Intel Core i7 Processor,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
509,4.3,30690.0,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,DELL
510,,89990.0,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,,512 GB SSD,ASUS
511,4.2,58400.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
512,,92290.0,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,,512 GB SSD,Lenovo
513,4.1,103490.0,,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
514,3.8,62990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,DELL
515,4.3,53990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
516,,94990.0,Intel Core i7 Processor,16 GB DDR5 RAM,,512 GB SSD,MSI
517,4.0,42490.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
518,,189990.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
519,4.2,60990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
520,,75100.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD256 GB SSD,ASUS
521,4.5,55990.0,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,acer
522,4.3,45999.0,,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD256 GB SSD,DELL
523,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
524,4.4,72990.0,Intel Core i7 Processor,16 GB DDR4 RAM,,512 GB SSD,SAMSUNG
525,,109990.0,Intel Core i7 Processor,16 GB LPDDR5 RAM,,512 GB SSD,ASUS
526,4.6,46990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
527,3.9,62990.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,HP
528,,167990.0,Intel Core i7 Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
529,,59990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,,512 GB SSD,ASUS
530,4.5,85990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
531,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
532,,74990.0,AMD Ryzen 5 Dual Core Processor,16 GB DDR4 RAM,,512 GB SSD,ASUS
533,,48990.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,MSI
534,4.3,83192.0,,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
535,3.8,19100.0,,4 GB DDR4 RAM,32 bit Chrome Operating System,,HP
536,4.5,180990.0,,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,MSI
537,3.8,56990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,ASUS
538,4.4,43490.0,,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
539,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
540,4.0,157990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
541,4.2,31990.0,Intel Core i3 Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,Infinix
542,,95990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,,512 GB SSD,HP
543,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
544,,59990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,,1 TB SSD,ASUS
545,5.0,99990.0,,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
546,4.2,104090.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,,512 GB SSD,ASUS
547,4.5,37990.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,MSI
548,4.1,25990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,ASUS
549,,109990.0,Intel Core i5 Processor,16 GB LPDDR5 RAM,,512 GB SSD,ASUS
550,4.5,72990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
551,4.2,33639.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Lenovo
552,,47990.0,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,,512 GB SSD,ASUS
553,,44490.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
554,4.2,56990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
555,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
556,4.5,96990.0,Intel Core i7 Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD256 GB SSD,acer
557,,75476.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,,512 GB SSD,ASUS
558,,39990.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,HP
559,4.2,58400.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
560,,62990.0,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,acer
561,4.6,72490.0,,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,DELL
562,,79990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,acer
563,4.3,53990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
564,,95990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,,512 GB SSD,HP
565,4.1,84990.0,Intel Core i7 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,ASUS
566,4.1,25990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,ASUS
567,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
568,,109990.0,Intel Core i5 Processor,16 GB LPDDR5 RAM,,512 GB SSD,ASUS
569,4.0,44490.0,Intel Core i3 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,Lenovo
570,,192990.0,Intel Core i7 Processor,32 GB DDR4 RAM,,1 TB SSD,Lenovo
571,4.2,60990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
572,4.2,51890.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
573,,32990.0,Intel Core i3 Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Infinix
574,,116640.0,,16 GB DDR4 RAM,64 bit Windows 10 Operating System,128 GB SSD1 TB HDD128 GB SSD,acer
575,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
576,,89990.0,AMD Ryzen 7 Hexa Core Processor,8 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,acer
577,,147990.0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
578,,59990.0,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,,512 GB SSD,ASUS
579,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
580,,79990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
581,3.8,103490.0,,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
582,4.3,32990.0,Intel Core i3 Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Infinix
583,3.8,19100.0,,4 GB DDR4 RAM,32 bit Chrome Operating System,,HP
584,4.8,69490.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
585,4.0,75990.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,ASUS
586,,234990.0,Intel Core i7 Processor,32 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,ASUS
587,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
588,4.0,20990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,ASUS
